Zip,State,City,County,TypeCode,RuralCode
40801,KY,Ages Brookside,Harlan,e,R
40803,KY,Asher,Leslie,e,R
40806,KY,Baxter,Harlan,,R
40807,KY,Benham,Harlan,e,R
40808,KY,Big Laurel,Harlan,,R
40810,KY,Bledsoe,Harlan,,R
40813,KY,Calvin,Bell,,R
40815,KY,Cawood,Harlan,,R
40816,KY,Chappell,Leslie,,R
40818,KY,Coalgood,Harlan,,R
40819,KY,Coldiron,Harlan,,R
40820,KY,Cranks,Harlan,,R
40823,KY,Cumberland,Harlan,,R
40824,KY,Dayhoit,Harlan,e,R
40826,KY,Eolia,Letcher,,R
40827,KY,Essie,Leslie,,R
40828,KY,Evarts,Harlan,,R
40829,KY,Grays Knob,Harlan,e,R
40830,KY,Gulston,Harlan,,R
40831,KY,Harlan,Harlan,,R
40840,KY,Helton,Leslie,,R
40843,KY,Holmes Mill,Harlan,,R
40844,KY,Hoskinston,Leslie,e,R
40845,KY,Hulen,Bell,,R
40847,KY,Kenvir,Harlan,e,R
40849,KY,Lejunior,Harlan,e,R
40854,KY,Loyall,Harlan,e,R
40855,KY,Lynch,Harlan,e,R
40856,KY,Miracle,Bell,,R
40858,KY,Mozelle,Leslie,,R
40862,KY,Partridge,Letcher,,R
40863,KY,Pathfork,Harlan,,R
40865,KY,Putney,Harlan,,R
40868,KY,Stinnett,Leslie,,R
40870,KY,Totz,Harlan,,R
40873,KY,Wallins Creek,Harlan,,R
40874,KY,Warbranch,Leslie,,R
40902,KY,Arjay,Bell,,R
40903,KY,Artemus,Knox,,R
40906,KY,Barbourville,Knox,,R
40913,KY,Beverly,Bell,,R
40914,KY,Big Creek,Clay,,R
40915,KY,Bimble,Knox,,R
40921,KY,Bryants Store,Knox,,R
40923,KY,Cannon,Knox,,R
40927,KY,Closplint,Harlan,,R
40930,KY,Dewitt,Knox,e,R
40932,KY,Fall Rock,Clay,e,R
40935,KY,Flat Lick,Knox,,R
40939,KY,Fourmile,Bell,,R
40940,KY,Frakes,Bell,,R
40941,KY,Garrard,Clay,e,R
40943,KY,Girdler,Knox,,R
40944,KY,Goose Rock,Clay,e,R
40946,KY,Green Road,Knox,,R
40949,KY,Heidrick,Knox,,R
40951,KY,Hima,Clay,e,R
40953,KY,Hinkle,Knox,,R
40955,KY,Ingram,Bell,e,R
40958,KY,Kettle Island,Bell,,R
40962,KY,Manchester,Clay,,R
40964,KY,Mary Alice,Harlan,,R
40965,KY,Middlesboro,Bell,,R
40972,KY,Oneida,Clay,,R
40977,KY,Pineville,Bell,,R
40979,KY,Roark,Leslie,,R
40981,KY,Saul,Perry,e,R
40982,KY,Scalf,Knox,,R
40983,KY,Sextons Creek,Clay,,R
40988,KY,Stoney Fork,Bell,,R
40995,KY,Trosper,Knox,,R
40997,KY,Walker,Knox,,R
41001,KY,Alexandria,Campbell,,R
41002,KY,Augusta,Bracken,,R
41003,KY,Berry,Harrison,,R
41004,KY,Brooksville,Bracken,,R
41005,KY,Burlington,Boone,,R
41006,KY,Butler,Pendleton,,R
41007,KY,California,Campbell,,R
41008,KY,Carrollton,Carroll,,R
41010,KY,Corinth,Grant,,R
41011,KY,Covington,Kenton,,U
41012,KY,Covington,Kenton,e,U
41014,KY,Covington,Kenton,,U
41015,KY,Latonia,Kenton,,S
41016,KY,Covington,Kenton,,U
41017,KY,Fort Mitchell,Kenton,,S
41018,KY,Erlanger,Kenton,,S
41019,KY,Covington,Kenton,b,U
41021,KY,Hebron,Boone,b,S
41022,KY,Florence,Boone,e,S
41025,KY,Erlanger,Kenton,b,S
41030,KY,Crittenden,Grant,,R
41031,KY,Cynthiana,Harrison,,R
41033,KY,De Mossville,Pendleton,,R
41034,KY,Dover,Mason,,R
41035,KY,Dry Ridge,Grant,,R
41037,KY,Elizaville,Fleming,e,R
41039,KY,Ewing,Fleming,,R
41040,KY,Falmouth,Pendleton,,R
41041,KY,Flemingsburg,Fleming,,R
41042,KY,Florence,Boone,,S
41043,KY,Foster,Bracken,,R
41044,KY,Germantown,Bracken,,R
41045,KY,Ghent,Carroll,,R
41046,KY,Glencoe,Owen,,R
41048,KY,Hebron,Boone,,S
41049,KY,Hillsboro,Fleming,,R
41051,KY,Independence,Kenton,,S
41052,KY,Jonesville,Grant,,R
41053,KY,Kenton,Kenton,e,R
41054,KY,Mason,Grant,e,R
41055,KY,Mays Lick,Mason,,R
41056,KY,Maysville,Mason,,R
41059,KY,Melbourne,Campbell,,R
41061,KY,Milford,Bracken,e,R
41062,KY,Minerva,Mason,e,R
41063,KY,Morning View,Kenton,,R
41064,KY,Mount Olivet,Robertson,,R
41071,KY,Newport,Campbell,,U
41072,KY,Newport,Campbell,e,U
41073,KY,Bellevue,Campbell,,U
41074,KY,Dayton,Campbell,,U
41075,KY,Fort Thomas,Campbell,,U
41076,KY,Newport,Campbell,,S
41080,KY,Petersburg,Boone,,R
41081,KY,Plummers Landing,Fleming,e,R
41083,KY,Sanders,Carroll,,R
41085,KY,Silver Grove,Campbell,e,R
41086,KY,Sparta,Gallatin,,R
41091,KY,Union,Boone,,S
41092,KY,Verona,Boone,,R
41093,KY,Wallingford,Fleming,,R
41094,KY,Walton,Boone,,R
41095,KY,Warsaw,Gallatin,,R
41096,KY,Washington,Mason,e,R
41097,KY,Williamstown,Grant,,R
41098,KY,Worthville,Carroll,,R
41099,KY,Newport,Campbell,b,R
41101,KY,Ashland,Boyd,,S
41102,KY,Ashland,Boyd,,S
41105,KY,Ashland,Boyd,e,R
41114,KY,Ashland,Boyd,b,S
41121,KY,Argillite,Greenup,,R
41124,KY,Blaine,Lawrence,,R
41128,KY,Carter,Carter,e,R
41129,KY,Catlettsburg,Boyd,,S
41132,KY,Denton,Carter,,R
41135,KY,Emerson,Lewis,,R
41139,KY,Flatwoods,Greenup,,R
41141,KY,Garrison,Lewis,,R
41142,KY,Grahn,Carter,e,R
41143,KY,Grayson,Carter,,R
41144,KY,Greenup,Greenup,,R
41146,KY,Hitchins,Carter,,R
41149,KY,Isonville,Elliott,,R
41159,KY,Martha,Lawrence,,R
41160,KY,Mazie,Lawrence,,R
41164,KY,Olive Hill,Carter,,R
41166,KY,Quincy,Lewis,,R
41168,KY,Rush,Boyd,,R
41169,KY,Russell,Greenup,,S
41171,KY,Sandy Hook,Elliott,,R
41173,KY,Soldier,Carter,e,R
41174,KY,South Portsmouth,Greenup,,R
41175,KY,South Shore,Greenup,,R
41179,KY,Vanceburg,Lewis,,R
41180,KY,Webbville,Lawrence,,R
41181,KY,Willard,Carter,e,R
41183,KY,Worthington,Greenup,,R
41189,KY,Tollesboro,Lewis,,R
41201,KY,Adams,Lawrence,,R
41203,KY,Beauty,Martin,,R
41204,KY,Boons Camp,Johnson,,R
41214,KY,Debord,Martin,,R
41216,KY,East Point,Floyd,,R
41219,KY,Flatgap,Johnson,,R
41222,KY,Hagerhill,Johnson,,R
41224,KY,Inez,Martin,,R
41226,KY,Keaton,Johnson,,R
41230,KY,Louisa,Lawrence,,R
41231,KY,Lovely,Martin,,R
41232,KY,Lowmansville,Lawrence,,R
41234,KY,Meally,Johnson,,R
41238,KY,Oil Springs,Johnson,,R
41240,KY,Paintsville,Johnson,,R
41250,KY,Pilgrim,Martin,,R
41254,KY,River,Johnson,,R
41255,KY,Sitka,Johnson,,R
41256,KY,Staffordsville,Johnson,,R
41257,KY,Stambaugh,Johnson,,R
41260,KY,Thelma,Johnson,,R
41262,KY,Tomahawk,Martin,,R
41263,KY,Tutor Key,Johnson,,R
41264,KY,Ulysses,Lawrence,,R
41265,KY,Van Lear,Johnson,,R
41267,KY,Warfield,Martin,,R
41268,KY,West Van Lear,Johnson,e,R
41271,KY,Williamsport,Johnson,,R
41274,KY,Wittensville,Johnson,,R
41301,KY,Campton,Wolfe,,R
41310,KY,Bays,Breathitt,,R
41311,KY,Beattyville,Lee,,R
41314,KY,Booneville,Owsley,,R
41317,KY,Clayhole,Breathitt,,R
41332,KY,Hazel Green,Morgan,,R
41339,KY,Jackson,Breathitt,,R
41347,KY,Lone,Lee,e,R
41348,KY,Lost Creek,Breathitt,,R
41351,KY,Mistletoe,Owsley,,R
41352,KY,Mize,Morgan,,R
41360,KY,Pine Ridge,Wolfe,,R
41364,KY,Ricetown,Owsley,,R
41365,KY,Rogers,Wolfe,,R
41366,KY,Rousseau,Breathitt,,R
41367,KY,Rowdy,Perry,,R
41368,KY,Saint Helens,Lee,e,R
41385,KY,Vancleve,Breathitt,,R
41386,KY,Vincent,Owsley,,R
41390,KY,Whick,Breathitt,,R
41397,KY,Zoe,Lee,,R
41408,KY,Cannel City,Morgan,,R
41413,KY,Crockett,Morgan,e,R
41421,KY,Elkfork,Morgan,,R
41425,KY,Ezel,Morgan,,R
41426,KY,Falcon,Magoffin,e,R
41451,KY,Malone,Morgan,e,R
41464,KY,Royalton,Magoffin,,R
41465,KY,Salyersville,Magoffin,,R
41472,KY,West Liberty,Morgan,,R
41477,KY,Wrigley,Morgan,e,R
41501,KY,Pikeville,Pike,,R
41502,KY,Pikeville,Pike,e,R
41503,KY,South Williamson,Pike,,R
41512,KY,Ashcamp,Pike,,R
41513,KY,Belcher,Pike,,R
41514,KY,Belfry,Pike,,R
41517,KY,Burdine,Letcher,,R
41519,KY,Canada,Pike,,R
41520,KY,Dorton,Pike,e,R
41522,KY,Elkhorn City,Pike,,R
41524,KY,Fedscreek,Pike,,R
41526,KY,Fords Branch,Pike,e,R
41527,KY,Forest Hills,Pike,,R
41528,KY,Freeburn,Pike,,R
41531,KY,Hardy,Pike,,R
41534,KY,Hellier,Pike,,R
41535,KY,Huddy,Pike,,R
41537,KY,Jenkins,Letcher,,R
41538,KY,Jonancy,Pike,e,R
41539,KY,Kimper,Pike,,R
41540,KY,Lick Creek,Pike,,R
41542,KY,Lookout,Pike,e,R
41543,KY,McAndrews,Pike,,R
41544,KY,McCarr,Pike,,R
41547,KY,Majestic,Pike,,R
41548,KY,Mouthcard,Pike,,R
41549,KY,Myra,Pike,e,R
41553,KY,Phelps,Pike,,R
41554,KY,Phyllis,Pike,,R
41555,KY,Pinsonfork,Pike,,R
41557,KY,Raccoon,Pike,,R
41558,KY,Ransom,Pike,,R
41559,KY,Regina,Pike,,R
41560,KY,Robinson Creek,Pike,,R
41561,KY,Rockhouse,Pike,e,R
41562,KY,Shelbiana,Pike,,R
41563,KY,Shelby Gap,Pike,,R
41564,KY,Sidney,Pike,,R
41566,KY,Steele,Pike,,R
41567,KY,Stone,Pike,,R
41568,KY,Stopover,Pike,,R
41571,KY,Varney,Pike,,R
41572,KY,Virgie,Pike,,R
41601,KY,Allen,Floyd,,R
41602,KY,Auxier,Floyd,,R
41603,KY,Banner,Floyd,,R
41604,KY,Beaver,Floyd,,R
41605,KY,Betsy Layne,Floyd,,R
41606,KY,Bevinsville,Floyd,,R
41607,KY,Blue River,Floyd,,R
41612,KY,Bypro,Floyd,,R
41615,KY,Dana,Floyd,,R
41616,KY,David,Floyd,,R
41619,KY,Drift,Floyd,,R
41621,KY,Dwale,Floyd,,R
41622,KY,Eastern,Floyd,,R
41630,KY,Garrett,Floyd,,R
41631,KY,Grethel,Floyd,,R
41632,KY,Gunlock,Magoffin,,R
41635,KY,Harold,Floyd,,R
41636,KY,Hi Hat,Floyd,,R
41640,KY,Hueysville,Floyd,,R
41642,KY,Ivel,Floyd,,R
41643,KY,Lackey,Floyd,,R
41645,KY,Langley,Floyd,,R
41647,KY,McDowell,Floyd,,R
41649,KY,Martin,Floyd,,R
41650,KY,Melvin,Floyd,,R
41651,KY,Minnie,Floyd,,R
41653,KY,Prestonsburg,Floyd,,R
41655,KY,Printer,Floyd,,R
41659,KY,Stanville,Floyd,,R
41660,KY,Teaberry,Floyd,,R
41663,KY,Tram,Floyd,,R
41666,KY,Wayland,Floyd,,R
41667,KY,Weeksbury,Floyd,,R
41669,KY,Wheelwright,Floyd,,R
41701,KY,Hazard,Perry,,R
41702,KY,Hazard,Perry,e,R
41712,KY,Ary,Perry,,R
41713,KY,Avawam,Perry,e,R
41714,KY,Bear Branch,Leslie,,R
41719,KY,Bonnyman,Perry,,R
41721,KY,Buckhorn,Perry,,R
41722,KY,Bulan,Perry,,R
41723,KY,Busy,Perry,,R
41725,KY,Carrie,Knott,e,R
41727,KY,Chavies,Perry,,R
41729,KY,Combs,Perry,,R
41731,KY,Cornettsville,Perry,,R
41735,KY,Delphia,Perry,,R
41736,KY,Dice,Perry,e,R
41739,KY,Dwarf,Perry,e,R
41740,KY,Emmalena,Knott,,R
41743,KY,Fisty,Knott,e,R
41745,KY,Gays Creek,Perry,,R
41746,KY,Happy,Perry,,R
41749,KY,Hyden,Leslie,,R
41751,KY,Jeff,Perry,,R
41754,KY,Krypton,Perry,,R
41759,KY,Sassafras,Knott,,R
41760,KY,Scuddy,Perry,,R
41762,KY,Sizerock,Leslie,,R
41763,KY,Slemp,Perry,,R
41764,KY,Smilax,Leslie,,R
41766,KY,Thousandsticks,Leslie,,R
41772,KY,Vest,Knott,,R
41773,KY,Vicco,Perry,,R
41774,KY,Viper,Perry,,R
41775,KY,Wendover,Leslie,,R
41776,KY,Wooton,Leslie,,R
41777,KY,Yeaddiss,Leslie,,R
41778,KY,Yerkes,Perry,e,R
41804,KY,Blackey,Letcher,,R
41810,KY,Cromona,Letcher,e,R
41812,KY,Deane,Letcher,,R
41815,KY,Ermine,Letcher,,R
41817,KY,Garner,Knott,,R
41819,KY,Gordon,Letcher,,R
41821,KY,Hallie,Letcher,,R
41822,KY,Hindman,Knott,,R
41824,KY,Isom,Letcher,,R
41825,KY,Jackhorn,Letcher,,R
41826,KY,Jeremiah,Letcher,,R
41828,KY,Kite,Knott,,R
41831,KY,Leburn,Knott,,R
41832,KY,Letcher,Letcher,,R
41833,KY,Linefork,Letcher,,R
41834,KY,Littcarr,Knott,,R
41835,KY,McRoberts,Letcher,,R
41836,KY,Mallie,Knott,,R
41837,KY,Mayking,Letcher,,R
41838,KY,Millstone,Letcher,,R
41839,KY,Mousie,Knott,,R
41840,KY,Neon,Letcher,,R
41843,KY,Pine Top,Knott,,R
41844,KY,Pippa Passes,Knott,,R
41845,KY,Premium,Letcher,,R
41847,KY,Redfox,Knott,,R
41848,KY,Roxana,Letcher,,R
41849,KY,Seco,Letcher,e,R
41855,KY,Thornton,Letcher,,R
41858,KY,Whitesburg,Letcher,,R
41859,KY,Dema,Knott,,R
41861,KY,Raven,Knott,,R
41862,KY,Topmost,Knott,,R
42001,KY,Paducah,McCracken,,S
42002,KY,Paducah,McCracken,e,S
42003,KY,Paducah,McCracken,,S
42020,KY,Almo,Calloway,,R
42021,KY,Arlington,Carlisle,,R
42022,KY,Bandana,Ballard,e,R
42023,KY,Bardwell,Carlisle,,R
42024,KY,Barlow,Ballard,,R
42025,KY,Benton,Marshall,,R
42027,KY,Boaz,Graves,,R
42028,KY,Burna,Livingston,,R
42029,KY,Calvert City,Marshall,,R
42031,KY,Clinton,Hickman,,R
42032,KY,Columbus,Hickman,,R
42033,KY,Crayne,Crittenden,e,R
42035,KY,Cunningham,Carlisle,,R
42036,KY,Dexter,Calloway,,R
42037,KY,Dycusburg,Crittenden,e,R
42038,KY,Eddyville,Lyon,,R
42039,KY,Fancy Farm,Graves,,R
42040,KY,Farmington,Graves,,R
42041,KY,Fulton,Fulton,,R
42044,KY,Gilbertsville,Marshall,,R
42045,KY,Grand Rivers,Livingston,,R
42047,KY,Hampton,Livingston,,R
42048,KY,Hardin,Marshall,,R
42049,KY,Hazel,Calloway,,R
42050,KY,Hickman,Fulton,,R
42051,KY,Hickory,Graves,,R
42053,KY,Kevil,McCracken,,R
42054,KY,Kirksey,Calloway,,R
42055,KY,Kuttawa,Lyon,,R
42056,KY,La Center,Ballard,,R
42058,KY,Ledbetter,Livingston,,R
42060,KY,Lovelaceville,Ballard,e,R
42061,KY,Lowes,Graves,e,R
42063,KY,Lynnville,Graves,e,R
42064,KY,Marion,Crittenden,,R
42066,KY,Mayfield,Graves,,R
42069,KY,Melber,Graves,,R
42070,KY,Milburn,Carlisle,e,R
42071,KY,Murray,Calloway,,R
42076,KY,New Concord,Calloway,,R
42078,KY,Salem,Livingston,,R
42079,KY,Sedalia,Graves,,R
42081,KY,Smithland,Livingston,,R
42082,KY,Symsonia,Graves,,R
42083,KY,Tiline,Livingston,,R
42085,KY,Water Valley,Graves,,R
42086,KY,West Paducah,McCracken,,R
42087,KY,Wickliffe,Ballard,,R
42088,KY,Wingo,Graves,,R
42101,KY,Bowling Green,Warren,,S
42102,KY,Bowling Green,Warren,e,U
42103,KY,Bowling Green,Warren,,S
42104,KY,Bowling Green,Warren,,S
42120,KY,Adolphus,Allen,,R
42122,KY,Alvaton,Warren,,R
42123,KY,Austin,Barren,,R
42124,KY,Beaumont,Metcalfe,,R
42127,KY,Cave City,Barren,,R
42128,KY,Bowling Green,Warren,e,R
42129,KY,Edmonton,Metcalfe,,R
42130,KY,Eighty Eight,Barren,,R
42131,KY,Etoile,Barren,,R
42133,KY,Fountain Run,Monroe,,R
42134,KY,Franklin,Simpson,,R
42135,KY,Franklin,Simpson,e,R
42140,KY,Gamaliel,Monroe,,R
42141,KY,Glasgow,Barren,,R
42142,KY,Glasgow,Barren,e,R
42151,KY,Hestand,Monroe,,R
42152,KY,Hiseville,Barren,e,R
42153,KY,Holland,Allen,,R
42154,KY,Knob Lick,Metcalfe,,R
42156,KY,Lucas,Barren,,R
42157,KY,Mount Hermon,Monroe,,R
42159,KY,Oakland,Warren,,R
42160,KY,Park City,Barren,,R
42163,KY,Rocky Hill,Edmonson,,R
42164,KY,Scottsville,Allen,,R
42166,KY,Summer Shade,Metcalfe,,R
42167,KY,Tompkinsville,Monroe,,R
42170,KY,Woodburn,Warren,,R
42171,KY,Smiths Grove,Warren,,R
42201,KY,Aberdeen,Butler,e,R
42202,KY,Adairville,Logan,,R
42204,KY,Allensville,Todd,,R
42206,KY,Auburn,Logan,,R
42207,KY,Bee Spring,Edmonson,,R
42210,KY,Brownsville,Edmonson,,R
42211,KY,Cadiz,Trigg,,R
42214,KY,Center,Metcalfe,,R
42215,KY,Cerulean,Christian,,R
42216,KY,Clifty,Todd,e,R
42217,KY,Crofton,Christian,,R
42219,KY,Dunbar,Butler,e,R
42220,KY,Elkton,Todd,,R
42221,KY,Fairview,Christian,e,R
42223,KY,Fort Campbell,Christian,,S
42232,KY,Gracey,Christian,,R
42234,KY,Guthrie,Todd,,R
42236,KY,Herndon,Christian,,S
42240,KY,Hopkinsville,Christian,,S
42241,KY,Hopkinsville,Christian,e,S
42252,KY,Jetson,Butler,,R
42254,KY,La Fayette,Christian,,S
42256,KY,Lewisburg,Logan,,R
42259,KY,Mammoth Cave,Edmonson,,R
42261,KY,Morgantown,Butler,,R
42262,KY,Oak Grove,Christian,,S
42265,KY,Olmstead,Logan,,R
42266,KY,Pembroke,Christian,,R
42273,KY,Rochester,Butler,,R
42274,KY,Rockfield,Warren,,R
42275,KY,Roundhill,Butler,,R
42276,KY,Russellville,Logan,,R
42280,KY,Sharon Grove,Todd,,R
42285,KY,Sweeden,Edmonson,,R
42286,KY,Trenton,Todd,,R
42288,KY,Woodbury,Butler,e,R
42301,KY,Owensboro,Daviess,,S
42302,KY,Owensboro,Daviess,e,S
42303,KY,Owensboro,Daviess,,S
42304,KY,Owensboro,Daviess,e,S
42320,KY,Beaver Dam,Ohio,,R
42321,KY,Beech Creek,Muhlenberg,,R
42322,KY,Beech Grove,McLean,e,R
42323,KY,Beechmont,Muhlenberg,,R
42324,KY,Belton,Muhlenberg,,R
42325,KY,Bremen,Muhlenberg,,R
42326,KY,Browder,Muhlenberg,,R
42327,KY,Calhoun,McLean,,R
42328,KY,Centertown,Ohio,,R
42330,KY,Central City,Muhlenberg,,R
42332,KY,Cleaton,Muhlenberg,e,R
42333,KY,Cromwell,Ohio,,R
42334,KY,Curdsville,Daviess,e,R
42337,KY,Drakesboro,Muhlenberg,,R
42338,KY,Dundee,Ohio,,R
42339,KY,Dunmor,Muhlenberg,,R
42343,KY,Fordsville,Ohio,,R
42344,KY,Graham,Muhlenberg,,R
42345,KY,Greenville,Muhlenberg,,R
42347,KY,Hartford,Ohio,,R
42348,KY,Hawesville,Hancock,,R
42349,KY,Horse Branch,Ohio,,R
42350,KY,Island,McLean,,R
42351,KY,Lewisport,Hancock,,R
42352,KY,Livermore,McLean,,R
42354,KY,McHenry,Ohio,,R
42355,KY,Maceo,Daviess,,R
42356,KY,Maple Mount,Daviess,e,R
42361,KY,Olaton,Ohio,,R
42364,KY,Hawesville,Hancock,e,R
42366,KY,Philpot,Daviess,,R
42367,KY,Powderly,Muhlenberg,,R
42368,KY,Reynolds Station,Hancock,,R
42369,KY,Rockport,Ohio,,R
42370,KY,Rosine,Ohio,e,R
42371,KY,Rumsey,McLean,,R
42372,KY,Sacramento,McLean,,R
42374,KY,South Carrollton,Muhlenberg,e,R
42376,KY,Utica,Daviess,,R
42377,KY,West Louisville,Daviess,e,R
42378,KY,Whitesville,Daviess,,R
42402,KY,Baskett,Henderson,e,R
42404,KY,Clay,Webster,,R
42406,KY,Corydon,Henderson,,R
42408,KY,Dawson Springs,Hopkins,,R
42409,KY,Dixon,Webster,,R
42410,KY,Earlington,Hopkins,,R
42411,KY,Fredonia,Caldwell,,R
42413,KY,Hanson,Hopkins,,R
42419,KY,Henderson,Henderson,e,S
42420,KY,Henderson,Henderson,,S
42431,KY,Madisonville,Hopkins,,R
42436,KY,Manitou,Hopkins,,R
42437,KY,Morganfield,Union,,R
42440,KY,Mortons Gap,Hopkins,e,R
42441,KY,Nebo,Hopkins,,R
42442,KY,Nortonville,Hopkins,,R
42444,KY,Poole,Webster,e,R
42445,KY,Princeton,Caldwell,,R
42450,KY,Providence,Webster,,R
42451,KY,Reed,Henderson,,R
42452,KY,Robards,Henderson,,R
42453,KY,Saint Charles,Hopkins,,R
42455,KY,Sebree,Webster,,R
42456,KY,Slaughters,Webster,,R
42457,KY,Smith Mills,Henderson,e,R
42458,KY,Spottsville,Henderson,,R
42459,KY,Sturgis,Union,,R
42460,KY,Sullivan,Union,e,R
42461,KY,Uniontown,Union,,R
42462,KY,Waverly,Union,,R
42463,KY,Wheatcroft,Webster,e,R
42464,KY,White Plains,Hopkins,,R
42501,KY,Somerset,Pulaski,,R
42502,KY,Somerset,Pulaski,e,R
42503,KY,Somerset,Pulaski,,R
42516,KY,Bethelridge,Casey,,R
42518,KY,Bronston,Pulaski,,R
42519,KY,Burnside,Pulaski,,R
42528,KY,Dunnville,Casey,,R
42533,KY,Ferguson,Pulaski,,R
42539,KY,Liberty,Casey,,R
42541,KY,Middleburg,Casey,,R
42544,KY,Nancy,Pulaski,,R
42553,KY,Science Hill,Pulaski,,R
42558,KY,Tateville,Pulaski,e,R
42564,KY,West Somerset,Pulaski,e,R
42565,KY,Windsor,Casey,,R
42566,KY,Yosemite,Casey,,R
42567,KY,Eubank,Pulaski,,R
42602,KY,Albany,Clinton,,R
42603,KY,Alpha,Clinton,,R
42629,KY,Jamestown,Russell,,R
42631,KY,Marshes Siding,McCreary,e,R
42633,KY,Monticello,Wayne,,R
42634,KY,Parkers Lake,McCreary,,R
42635,KY,Pine Knot,McCreary,,R
42638,KY,Revelo,McCreary,e,R
42642,KY,Russell Springs,Russell,,R
42647,KY,Stearns,McCreary,,R
42649,KY,Strunk,McCreary,,R
42653,KY,Whitley City,McCreary,,R
42701,KY,Elizabethtown,Hardin,,S
42702,KY,Elizabethtown,Hardin,e,R
42712,KY,Big Clifty,Grayson,,R
42713,KY,Bonnieville,Hart,,R
42715,KY,Breeding,Adair,,R
42716,KY,Buffalo,Larue,,R
42717,KY,Burkesville,Cumberland,,R
42718,KY,Campbellsville,Taylor,,R
42719,KY,Campbellsville,Taylor,e,R
42720,KY,Cane Valley,Adair,e,R
42721,KY,Caneyville,Grayson,,R
42722,KY,Canmer,Hart,,R
42724,KY,Cecilia,Hardin,,R
42726,KY,Clarkson,Grayson,,R
42728,KY,Columbia,Adair,,R
42729,KY,Cub Run,Hart,,R
42732,KY,Eastview,Hardin,,R
42733,KY,Elk Horn,Taylor,,R
42740,KY,Glendale,Hardin,,R
42741,KY,Glens Fork,Adair,,R
42742,KY,Gradyville,Adair,,R
42743,KY,Greensburg,Green,,R
42746,KY,Hardyville,Hart,,R
42748,KY,Hodgenville,Larue,,R
42749,KY,Horse Cave,Hart,,R
42753,KY,Knifley,Adair,,R
42754,KY,Leitchfield,Grayson,,R
42755,KY,Leitchfield,Grayson,e,R
42757,KY,Magnolia,Larue,,R
42758,KY,Mannsville,Taylor,e,R
42759,KY,Marrowbone,Cumberland,e,R
42762,KY,Millwood,Grayson,,R
42764,KY,Mount Sherman,Green,,R
42765,KY,Munfordville,Hart,,R
42776,KY,Sonora,Hardin,,R
42782,KY,Summersville,Green,,R
42784,KY,Upton,Hardin,,R
42788,KY,White Mills,Hardin,,R
43001,OH,Alexandria,Licking,,R
43002,OH,Amlin,Franklin,e,S
43003,OH,Ashley,Delaware,,R
43004,OH,Blacklick,Franklin,,S
43005,OH,Bladensburg,Knox,e,R
43006,OH,Brinkhaven,Knox,,R
43007,OH,Broadway,Union,e,R
43008,OH,Buckeye Lake,Licking,e,R
43009,OH,Cable,Champaign,,R
43010,OH,Catawba,Clark,e,R
43011,OH,Centerburg,Knox,,R
43013,OH,Croton,Licking,,R
43014,OH,Danville,Knox,,R
43015,OH,Delaware,Delaware,,S
43016,OH,Dublin,Franklin,,S
43017,OH,Dublin,Franklin,,S
43018,OH,Etna,Licking,e,R
43019,OH,Fredericktown,Knox,,R
43021,OH,Galena,Delaware,,S
43022,OH,Gambier,Knox,,R
43023,OH,Granville,Licking,,S
43025,OH,Hebron,Licking,,S
43026,OH,Hilliard,Franklin,,S
43027,OH,Homer,Licking,e,R
43028,OH,Howard,Knox,,R
43029,OH,Irwin,Madison,,R
43030,OH,Jacksontown,Licking,e,R
43031,OH,Johnstown,Licking,,R
43032,OH,Kilbourne,Delaware,e,R
43033,OH,Kirkersville,Licking,e,R
43035,OH,Lewis Center,Delaware,,S
43036,OH,Magnetic Springs,Union,e,R
43037,OH,Martinsburg,Knox,,R
43040,OH,Marysville,Union,,R
43041,OH,Marysville,Union,b,R
43044,OH,Mechanicsburg,Champaign,,R
43045,OH,Milford Center,Union,,R
43046,OH,Millersport,Fairfield,,R
43047,OH,Mingo,Champaign,e,R
43048,OH,Mount Liberty,Knox,e,R
43050,OH,Mount Vernon,Knox,,R
43054,OH,New Albany,Franklin,,S
43055,OH,Newark,Licking,,S
43056,OH,Heath,Licking,,S
43058,OH,Newark,Licking,e,S
43060,OH,North Lewisburg,Champaign,,R
43061,OH,Ostrander,Delaware,,R
43062,OH,Pataskala,Licking,,R
43064,OH,Plain City,Madison,,S
43065,OH,Powell,Delaware,,S
43066,OH,Radnor,Delaware,,R
43067,OH,Raymond,Union,,R
43068,OH,Reynoldsburg,Franklin,,U
43069,OH,Reynoldsburg,Franklin,b,U
43070,OH,Rosewood,Champaign,e,R
43071,OH,Saint Louisville,Licking,,R
43072,OH,Saint Paris,Champaign,,R
43073,OH,Summit Station,Licking,e,R
43074,OH,Sunbury,Delaware,,R
43076,OH,Thornville,Perry,,R
43077,OH,Unionville Center,Union,e,R
43078,OH,Urbana,Champaign,,R
43080,OH,Utica,Licking,,R
43081,OH,Westerville,Franklin,,S
43082,OH,Westerville,Delaware,,S
43083,OH,Westville,Champaign,e,R
43084,OH,Woodstock,Champaign,,R
43085,OH,Columbus,Franklin,,U
43086,OH,Westerville,Franklin,e,S
43093,OH,Newark,Licking,b,S
43101,OH,Adelphi,Ross,e,R
43102,OH,Amanda,Fairfield,,R
43103,OH,Ashville,Pickaway,,R
43105,OH,Baltimore,Fairfield,,R
43106,OH,Bloomingburg,Fayette,,R
